0.286,0.304,0.588
0.492,0.539,0.436
0.601,0.346,0.683
0.015,0.354,0.0
0.595,0.548,0.646
0.435,0.563,0.507
0.81,0.698,0.647
0.316,0.484,0.404
0.895,0.714,0.69
0.579,0.63,0.597
0.184,0.142,0.335
0.79,0.54,0.477
0.614,0.647,0.552
0.054,0.237,0.513
0.421,0.426,0.476
0.681,0.582,0.636
0.921,0.799,0.685
0.0,0.142,0.272
0.979,0.833,0.779
0.378,0.322,0.422
0.976,0.725,0.849
0.606,0.673,0.471
0.831,0.813,0.67
0.576,0.415,0.604
0.63,0.67,0.552
0.286,0.255,0.274
0.588,0.634,0.616
0.752,0.424,0.541
0.861,0.577,0.653
0.757,0.587,0.559
0.7,0.594,0.604
0.867,0.874,0.658
0.323,0.501,0.372
0.673,0.78,0.672
0.452,0.61,0.671
0.383,0.398,0.415
0.412,0.417,0.521
0.402,0.565,0.425
0.318,0.398,0.428
0.624,0.551,0.693
0.431,0.304,0.482
0.976,0.76,0.674
0.68,0.279,0.529
0.199,0.272,0.292
0.428,0.343,0.473
0.344,0.488,0.521
0.8,0.616,0.526
0.882,0.68,0.603
0.906,0.888,0.627
0.664,0.472,0.416
0.271,0.403,0.531
0.253,0.137,0.381
0.857,0.714,0.895
0.529,0.562,0.379
0.804,0.773,0.804
0.574,0.437,0.478
0.735,0.67,0.592
0.52,0.547,0.42
0.773,0.653,0.555
0.57,0.556,0.411
0.467,0.533,0.518
0.344,0.454,0.295
0.068,0.135,0.264
0.379,0.29,0.449
0.08,0.546,0.364
0.985,0.999,0.774
0.182,0.154,0.381
0.814,0.731,0.728
0.877,0.788,0.706
0.69,0.695,0.649
0.571,0.555,0.447
0.161,0.196,0.256
0.468,0.459,0.693
0.346,0.353,0.431
0.226,0.356,0.296
0.594,0.521,0.704
0.313,0.375,0.399
0.919,0.857,0.662
0.912,0.878,0.575
0.258,0.222,0.468
0.111,0.221,0.198
0.193,0.23,0.297
0.501,0.64,0.58
0.731,0.624,0.651
0.209,0.498,0.352
0.249,0.298,0.36
0.854,0.705,0.815
0.417,0.295,0.701
0.618,0.717,0.517
0.234,0.303,0.434
0.102,0.098,0.507
0.517,0.44,0.633
